Surface reelle bati,Nombre pieces principales,Type local,Nombre de lots,Valeur fonciere,No voie,Type de voie,Voie,Code postal,Commune,prix_m2,adresse_complete,latitude,longitude
44.0,2.0,Appartement,1,"157000,00",388.0,RUE,PASTEUR,33200.0,BORDEAUX,3568.181818181818,"388 RUE PASTEUR, 33200 BORDEAUX",44.8447659,-0.6101535
45.0,2.0,Appartement,1,"253200,00",14.0,PL,DU PALAIS,33000.0,BORDEAUX,5626.666666666667,"14 PL DU PALAIS, 33000 BORDEAUX",44.8381152,-0.5698202
92.0,4.0,Appartement,1,"330000,00",294.0,RUE,PASTEUR,33200.0,BORDEAUX,3586.9565217391305,"294 RUE PASTEUR, 33200 BORDEAUX",44.8461556,-0.6191246
48.0,2.0,Appartement,1,"226200,00",32.0,RUE,DE LALANDE,33000.0,BORDEAUX,4712.5,"32 RUE DE LALANDE, 33000 BORDEAUX",44.8336794,-0.5750394
79.0,4.0,Appartement,1,"429450,00",28.0,RUE,DES REMPARTS,33000.0,BORDEAUX,5436.0759493670885,"28 RUE DES REMPARTS, 33000 BORDEAUX",44.839774,-0.5793781
33.0,2.0,Appartement,2,"213484,00",31.0,RUE,TOMBE L OLY,33000.0,BORDEAUX,6469.212121212121,"31 RUE TOMBE L OLY, 33000 BORDEAUX",44.8323482,-0.57481
83.0,3.0,Appartement,1,"317000,00",5.0,RUE,DABADIE,33000.0,BORDEAUX,3819.277108433735,"5 RUE DABADIE, 33000 BORDEAUX",44.8349891,-0.5682937
77.0,3.0,Appartement,1,"275000,00",14.0,RUE,CHANTECRIT,33300.0,BORDEAUX,3571.4285714285716,"14 RUE CHANTECRIT, 33300 BORDEAUX",44.8590255,-0.5588494
19.0,1.0,Appartement,1,"170000,00",35.0,RUE,DONISSAN,33000.0,BORDEAUX,8947.368421052632,"35 RUE DONISSAN, 33000 BORDEAUX",44.8300218,-0.5750967
79.0,4.0,Appartement,1,"335033,00",96.0,RUE,LUCIEN FAURE,33300.0,BORDEAUX,4240.9240506329115,"96 RUE LUCIEN FAURE, 33300 BORDEAUX",44.864254,-0.5588709
70.0,5.0,Appartement,2,"387150,00",82.0,RUE,MONDENARD,33000.0,BORDEAUX,5530.714285714285,"82 RUE MONDENARD, 33000 BORDEAUX",44.8464649,-0.5900998
70.0,4.0,Appartement,1,"440000,00",164.0,RUE,D ORNANO,33000.0,BORDEAUX,6285.714285714285,"164 RUE D ORNANO, 33000 BORDEAUX",44.8336583,-0.5905942
90.0,3.0,Appartement,2,"448200,00",8.0,CRS,ARISTIDE BRIAND,33000.0,BORDEAUX,4980.0,"8 CRS ARISTIDE BRIAND, 33000 BORDEAUX",44.8323656,-0.5791363
22.0,1.0,Appartement,1,"110000,00",24.0,RUE,DE LASEPPE,33000.0,BORDEAUX,5000.0,"24 RUE DE LASEPPE, 33000 BORDEAUX",44.8526494,-0.5825489
46.0,2.0,Appartement,1,"242000,00",87.0,RUE,BOURBON,33300.0,BORDEAUX,5260.869565217391,"87 RUE BOURBON, 33300 BORDEAUX",44.8626754,-0.5592863
75.0,5.0,Appartement,2,"269400,00",297.0,AV,MAL DE LATTRE DE TASSIGNY,33200.0,BORDEAUX,3592.0,"297 AV MAL DE LATTRE DE TASSIGNY, 33200 BORDEAUX",44.8347824,-0.7685726
138.0,4.0,Appartement,2,"739430,00",20.0,RUE,DU COUVENT,33000.0,BORDEAUX,5358.188405797101,"20 RUE DU COUVENT, 33000 BORDEAUX",44.8508405,-0.5711705
123.0,4.0,Appartement,1,"649000,00",27.0,RUE,TEULERE,33000.0,BORDEAUX,5276.422764227642,"27 RUE TEULERE, 33000 BORDEAUX",44.8355658,-0.5710687
72.0,3.0,Appartement,2,"380950,00",170.0,CRS,DE LA MARNE,33800.0,BORDEAUX,5290.972222222223,"170 CRS DE LA MARNE, 33800 BORDEAUX",44.8282943,-0.5609658
112.0,4.0,Appartement,2,"765800,00",28.0,RUE,CASTEJA,33000.0,BORDEAUX,6837.5,"28 RUE CASTEJA, 33000 BORDEAUX",44.842429,-0.5837496
20.0,1.0,Appartement,0,"198000,00",4.0,RUE,VEYRINES,33000.0,BORDEAUX,9900.0,"4 RUE VEYRINES, 33000 BORDEAUX",44.8329324,-0.5743018
22.0,1.0,Appartement,0,"198000,00",4.0,RUE,VEYRINES,33000.0,BORDEAUX,9000.0,"4 RUE VEYRINES, 33000 BORDEAUX",44.8329324,-0.5743018
95.0,4.0,Appartement,2,"364900,00",47.0,RUE,DETROIS,33200.0,BORDEAUX,3841.0526315789475,"47 RUE DETROIS, 33200 BORDEAUX",44.8415138,-0.6107062
50.0,2.0,Appartement,3,"314000,00",5.0,PL,RODESSE,33000.0,BORDEAUX,6280.0,"5 PL RODESSE, 33000 BORDEAUX",44.8336761,-0.5844935
21.0,1.0,Appartement,1,"125010,00",72.0,RUE,DE CANOLLE,33000.0,BORDEAUX,5952.857142857143,"72 RUE DE CANOLLE, 33000 BORDEAUX",44.8273255,-0.6015752
23.0,1.0,Appartement,1,"141000,00",12.0,RUE,GEORGES BONNAC,33000.0,BORDEAUX,6130.434782608696,"12 RUE GEORGES BONNAC, 33000 BORDEAUX",44.8404254,-0.5817758
63.0,3.0,Appartement,1,"430000,00",19.0,RUE,EDMOND COSTEDOAT,33000.0,BORDEAUX,6825.396825396825,"19 RUE EDMOND COSTEDOAT, 33000 BORDEAUX",44.8313736,-0.5781589
55.0,2.0,Appartement,1,"212500,00",56.0,RUE,DES FAURES,33000.0,BORDEAUX,3863.6363636363635,"56 RUE DES FAURES, 33000 BORDEAUX",44.8350703,-0.5669124
62.0,3.0,Appartement,0,"628270,00",21.0,RUE,EUGENE LE ROY,33800.0,BORDEAUX,10133.387096774193,"21 RUE EUGENE LE ROY, 33800 BORDEAUX",44.8269017,-0.560061
49.0,2.0,Appartement,1,"190000,00",120.0,RUE,MAZARIN,33000.0,BORDEAUX,3877.5510204081634,"120 RUE MAZARIN, 33000 BORDEAUX",44.8295441,-0.5783964
37.0,2.0,Appartement,1,"232000,00",7.0,RUE,COURBIN,33000.0,BORDEAUX,6270.27027027027,"7 RUE COURBIN, 33000 BORDEAUX",44.8415271,-0.5729734
