Surface reelle bati,Nombre pieces principales,Type local,Nombre de lots,Valeur fonciere,No voie,Type de voie,Voie,Code postal,Commune,prix_m2,adresse_complete,latitude,longitude
80.0,4.0,Appartement,1,"233500,00",50.0,RUE,LOUIS SPRIET,59000.0,LILLE,2918.75,"50 RUE LOUIS SPRIET, 59000 LILLE",50.6110283,3.072306
61.0,3.0,Appartement,1,"165000,00",145.0,BD,MONTEBELLO,59000.0,LILLE,2704.9180327868853,"145 BD MONTEBELLO, 59000 LILLE",50.6191381,3.0493626
63.0,3.0,Appartement,1,"252900,00",6.0,RUE,VICTOR SCHOELCHER,59160.0,LILLE,4014.285714285714,"6 RUE VICTOR SCHOELCHER, 59160 LILLE",50.6330538,3.0128872
42.0,2.0,Appartement,1,"165000,00",27.0,RUE,DE BRIGODE,59000.0,LILLE,3928.571428571429,"27 RUE DE BRIGODE, 59000 LILLE",50.6255709,3.0429858
79.0,3.0,Appartement,2,"210000,00",96.0,RUE,DES STATIONS,59800.0,LILLE,2658.227848101266,"96 RUE DES STATIONS, 59800 LILLE",50.6272925,3.0433284
36.0,2.0,Appartement,1,"155000,00",24.0,RUE,DES SARRAZINS,59000.0,LILLE,4305.555555555556,"24 RUE DES SARRAZINS, 59000 LILLE",50.6254986,3.0498802
147.0,3.0,Appartement,5,"580700,00",18.0,BD,VAUBAN,59800.0,LILLE,3950.3401360544217,"18 BD VAUBAN, 59800 LILLE",50.6347022,3.0486768
28.0,1.0,Appartement,0,"165000,00",51.0,RUE,RASPAIL,59800.0,LILLE,5892.857142857143,"51 RUE RASPAIL, 59800 LILLE",50.6341614,3.1020856
28.0,1.0,Appartement,0,"165000,00",51.0,RUE,RASPAIL,59800.0,LILLE,5892.857142857143,"51 RUE RASPAIL, 59800 LILLE",50.6341614,3.1020856
39.0,2.0,Appartement,0,"165000,00",51.0,RUE,RASPAIL,59800.0,LILLE,4230.769230769231,"51 RUE RASPAIL, 59800 LILLE",50.6341614,3.1020856
78.0,3.0,Appartement,1,"254144,00",153.0,RUE,DE LA BASSEE,59000.0,LILLE,3258.25641025641,"153 RUE DE LA BASSEE, 59000 LILLE",50.6243912,3.0329847
51.0,3.0,Appartement,0,"325000,00",1.0,RUE,CHAMPIONNET,59000.0,LILLE,6372.549019607844,"1 RUE CHAMPIONNET, 59000 LILLE",50.6324804,3.0292546
25.0,2.0,Appartement,0,"95000,00",48.0,CITE,COUTURIER,59260.0,LILLE,3800.0,"48 CITE COUTURIER, 59260 LILLE",50.627411,3.0962222
13.0,1.0,Appartement,0,"95000,00",48.0,CITE,COUTURIER,59260.0,LILLE,7307.692307692308,"48 CITE COUTURIER, 59260 LILLE",50.627411,3.0962222
13.0,1.0,Appartement,0,"95000,00",48.0,CITE,COUTURIER,59260.0,LILLE,7307.692307692308,"48 CITE COUTURIER, 59260 LILLE",50.627411,3.0962222
16.0,1.0,Appartement,1,"75000,00",11.0,RUE,DELEZENNE,59000.0,LILLE,4687.5,"11 RUE DELEZENNE, 59000 LILLE",50.6229724,3.0391177
32.0,1.0,Appartement,1,"112000,00",122.0,RUE,EUGENE JACQUET,59800.0,LILLE,3500.0,"122 RUE EUGENE JACQUET, 59800 LILLE",50.6371159,3.0872835
49.0,2.0,Appartement,2,"95000,00",84.0,RUE,JULES VALLES,59800.0,LILLE,1938.7755102040817,"84 RUE JULES VALLES, 59800 LILLE",50.6498573,3.096172
62.0,3.0,Appartement,1,"142000,00",66.0,RUE,BAYARD,59000.0,LILLE,2290.322580645161,"66 RUE BAYARD, 59000 LILLE",50.6189422,3.0541706
76.0,3.0,Appartement,1,"242000,00",13.0,RUE,JEAN PROUVE,59000.0,LILLE,3184.2105263157896,"13 RUE JEAN PROUVE, 59000 LILLE",50.6246429,3.0810593
49.0,2.0,Appartement,2,"165000,00",72.0,RUE,DE DOUAI,59000.0,LILLE,3367.3469387755104,"72 RUE DE DOUAI, 59000 LILLE",50.6229691,3.070534
41.0,2.0,Appartement,1,"123000,00",2.0,RUE,JOSEPH BARA,59260.0,LILLE,3000.0,"2 RUE JOSEPH BARA, 59260 LILLE",50.6246838,3.1122149
63.0,3.0,Appartement,2,"352200,00",29.0,RUE,D ANGLETERRE,59800.0,LILLE,5590.476190476191,"29 RUE D ANGLETERRE, 59800 LILLE",50.6412613,3.0602026
15.0,1.0,Appartement,1,"45000,00",35.0,RUE,CLAUDE LORRAIN,59800.0,LILLE,3000.0,"35 RUE CLAUDE LORRAIN, 59800 LILLE",50.6406574,3.0928306
41.0,2.0,Appartement,2,"110000,00",26.0,RUE,CANROBERT,59000.0,LILLE,2682.9268292682927,"26 RUE CANROBERT, 59000 LILLE",50.6537067,3.0924868
63.0,3.0,Appartement,1,"171820,00",99.0,RUE,PIERRE LEGRAND,59800.0,LILLE,2727.3015873015875,"99 RUE PIERRE LEGRAND, 59800 LILLE",50.6324328,3.0889536
73.0,3.0,Appartement,1,"240000,00",18.0,RUE,BEAUCOURT DECOURCHELLES,59800.0,LILLE,3287.671232876712,"18 RUE BEAUCOURT DECOURCHELLES, 59800 LILLE",50.6317388,3.0421035
55.0,2.0,Appartement,1,"216300,00",69.0,RUE,NEGRIER,59800.0,LILLE,3932.727272727273,"69 RUE NEGRIER, 59800 LILLE",50.6413398,3.0545151
129.0,4.0,Appartement,2,"530000,00",3.0,RUE,SCHEPERS,59800.0,LILLE,4108.527131782946,"3 RUE SCHEPERS, 59800 LILLE",50.6363248,3.0668131
38.0,2.0,Appartement,1,"111500,00",9.0,AV,LOUISE MICHEL,59000.0,LILLE,2934.2105263157896,"9 AV LOUISE MICHEL, 59000 LILLE",50.6174895,3.0725093
19.0,1.0,Appartement,1,"98000,00",51.0,RUE,DE TOURNAI,59800.0,LILLE,5157.894736842105,"51 RUE DE TOURNAI, 59800 LILLE",50.6342597,3.0737756
44.0,2.0,Appartement,1,"123900,00",1.0,RUE,ETIENNE DOLET,59800.0,LILLE,2815.909090909091,"1 RUE ETIENNE DOLET, 59800 LILLE",50.6350326,3.0849542
68.0,3.0,Appartement,1,"184000,00",22.0,RUE,DU MAL ASSIS,59000.0,LILLE,2705.8823529411766,"22 RUE DU MAL ASSIS, 59000 LILLE",50.6193871,3.026682
30.0,1.0,Appartement,1,"158000,00",122.0,RUE,DU MARAIS DE LOMME,59000.0,LILLE,5266.666666666667,"122 RUE DU MARAIS DE LOMME, 59000 LILLE",50.6357579,3.0182449
40.0,2.0,Appartement,1,"158000,00",122.0,RUE,DU MARAIS DE LOMME,59000.0,LILLE,3950.0,"122 RUE DU MARAIS DE LOMME, 59000 LILLE",50.6357579,3.0182449
25.0,1.0,Appartement,1,"195000,00",122.0,RUE,DU MARAIS DE LOMME,59000.0,LILLE,7800.0,"122 RUE DU MARAIS DE LOMME, 59000 LILLE",50.6357579,3.0182449
21.0,1.0,Appartement,1,"62000,00",122.0,RUE,DU MARAIS DE LOMME,59000.0,LILLE,2952.3809523809523,"122 RUE DU MARAIS DE LOMME, 59000 LILLE",50.6357579,3.0182449
36.0,2.0,Appartement,2,"100000,00",49.0,RUE,VICTOR RENARD,59000.0,LILLE,2777.777777777778,"49 RUE VICTOR RENARD, 59000 LILLE",50.6117165,3.0656556
48.0,2.0,Appartement,1,"143000,00",3.0,RUE,JEAN WALTER,59000.0,LILLE,2979.1666666666665,"3 RUE JEAN WALTER, 59000 LILLE",50.6124048,3.0390076
68.0,3.0,Appartement,1,"270000,00",13.0,RUE,DE ROUBAIX,59800.0,LILLE,3970.5882352941176,"13 RUE DE ROUBAIX, 59800 LILLE",50.6380532,3.0679146
71.0,4.0,Appartement,2,"196000,00",25.0,RUE,EMILE DESMET,59800.0,LILLE,2760.56338028169,"25 RUE EMILE DESMET, 59800 LILLE",50.626596,3.0446886
70.0,3.0,Appartement,1,"135000,00",133.0,RUE,ANATOLE DE LA FORGE,59800.0,LILLE,1928.571428571429,"133 RUE ANATOLE DE LA FORGE, 59800 LILLE",50.6292331,3.0954631
21.0,1.0,Appartement,1,"75000,00",122.0,RUE,DU MARAIS DE LOMME,59000.0,LILLE,3571.428571428572,"122 RUE DU MARAIS DE LOMME, 59000 LILLE",50.6357579,3.0182449
21.0,1.0,Appartement,1,"72000,00",122.0,RUE,DU MARAIS DE LOMME,59000.0,LILLE,3428.5714285714284,"122 RUE DU MARAIS DE LOMME, 59000 LILLE",50.6357579,3.0182449
90.0,3.0,Appartement,2,"366500,00",12.0,RUE,NICOLAS LEBLANC,59000.0,LILLE,4072.222222222222,"12 RUE NICOLAS LEBLANC, 59000 LILLE",50.6298647,3.0612264
71.0,3.0,Appartement,1,"177100,00",8.0,RUE,JORIS KARL HUYSMANS,59000.0,LILLE,2494.3661971830984,"8 RUE JORIS KARL HUYSMANS, 59000 LILLE",50.6165169,3.0260987
43.0,2.0,Appartement,1,"113000,00",66.0,RUE,BAYARD,59000.0,LILLE,2627.906976744186,"66 RUE BAYARD, 59000 LILLE",50.6189422,3.0541706
75.0,1.0,Appartement,2,"498000,00",7.0,RUE,PIERRE MAUROY,59800.0,LILLE,6640.0,"7 RUE PIERRE MAUROY, 59800 LILLE",50.636688,3.0654033
49.0,2.0,Appartement,1,"113000,00",173.0,RUE,D ARRAS,59000.0,LILLE,2306.122448979592,"173 RUE D ARRAS, 59000 LILLE",50.6202257,3.0654891
68.0,3.0,Appartement,2,"375000,00",19.0,RUE,BARTHOLOME MASUREL,59800.0,LILLE,5514.705882352941,"19 RUE BARTHOLOME MASUREL, 59800 LILLE",50.6395238,3.0613453
68.0,4.0,Appartement,1,"206050,00",151.0,BD,MONTEBELLO,59000.0,LILLE,3030.1470588235293,"151 BD MONTEBELLO, 59000 LILLE",50.619023,3.0495051
51.0,2.0,Appartement,2,"159000,00",38.0,RUE,BEAUCOURT DECOURCHELLES,59800.0,LILLE,3117.6470588235293,"38 RUE BEAUCOURT DECOURCHELLES, 59800 LILLE",50.6310838,3.0428569
30.0,1.0,Appartement,1,"159500,00",70.0,RUE,MEUREIN,59800.0,LILLE,5316.666666666667,"70 RUE MEUREIN, 59800 LILLE",50.6309588,3.0499926
64.0,3.0,Appartement,2,"275000,00",44.0,RUE,BENVIGNAT,59800.0,LILLE,4296.875,"44 RUE BENVIGNAT, 59800 LILLE",50.6460653,3.0519058
61.0,3.0,Appartement,1,"231000,00",89.0,RUE,MEUREIN,59800.0,LILLE,3786.8852459016393,"89 RUE MEUREIN, 59800 LILLE",50.6313574,3.0497377
61.0,3.0,Appartement,1,"295000,00",12.0,RUE,MACQUART,59800.0,LILLE,4836.065573770492,"12 RUE MACQUART, 59800 LILLE",50.6372446,3.053066
50.0,2.0,Appartement,1,"279000,00",6.0,QUAI,DES CHEVILLARDS,59800.0,LILLE,5580.0,"6 QUAI DES CHEVILLARDS, 59800 LILLE",50.6476185,3.0592637
17.0,1.0,Appartement,1,"140000,00",57.0,RUE,VICTOR HUGO,59260.0,LILLE,8235.29411764706,"57 RUE VICTOR HUGO, 59260 LILLE",50.6211171,3.0954773
120.0,4.0,Appartement,1,"345000,00",44.0,RUE,DE VALENCIENNES,59000.0,LILLE,2875.0,"44 RUE DE VALENCIENNES, 59000 LILLE",50.6230458,3.0747977
33.0,1.0,Appartement,1,"126000,00",23.0,RUE,DAVY,59000.0,LILLE,3818.181818181818,"23 RUE DAVY, 59000 LILLE",50.6225082,3.0432569
67.0,3.0,Appartement,1,"217000,00",103.0,BD,MONTEBELLO,59000.0,LILLE,3238.805970149254,"103 BD MONTEBELLO, 59000 LILLE",50.6204126,3.0481852
55.0,3.0,Appartement,0,"355000,00",1.0,RUE,CHARLES MANSO,59800.0,LILLE,6454.545454545455,"1 RUE CHARLES MANSO, 59800 LILLE",50.6327651,3.1019862
60.0,3.0,Appartement,0,"355000,00",1.0,RUE,CHARLES MANSO,59800.0,LILLE,5916.666666666667,"1 RUE CHARLES MANSO, 59800 LILLE",50.6327651,3.1019862
58.0,3.0,Appartement,0,"355000,00",1.0,RUE,CHARLES MANSO,59800.0,LILLE,6120.689655172414,"1 RUE CHARLES MANSO, 59800 LILLE",50.6327651,3.1019862
34.0,1.0,Appartement,1,"110000,00",14.0,RUE,NICOLAS LEBLANC,59000.0,LILLE,3235.294117647059,"14 RUE NICOLAS LEBLANC, 59000 LILLE",50.6298041,3.0612262
36.0,1.0,Appartement,1,"160000,00",20.0,RUE,MAL DE LATTRE DE TASSIGNY,59800.0,LILLE,4444.444444444444,"20 RUE MAL DE LATTRE DE TASSIGNY, 59800 LILLE",50.6344389,3.0551273
25.0,2.0,Appartement,0,"158000,00",48.0,CITE,COUTURIER,59260.0,LILLE,6320.0,"48 CITE COUTURIER, 59260 LILLE",50.627411,3.0962222
78.0,4.0,Appartement,1,"175000,00",66.0,RUE,BAYARD,59000.0,LILLE,2243.589743589744,"66 RUE BAYARD, 59000 LILLE",50.6189422,3.0541706
58.0,3.0,Appartement,1,"319000,00",40.0,RUE,DE JEMMAPES,59800.0,LILLE,5500.0,"40 RUE DE JEMMAPES, 59800 LILLE",50.6448471,3.0582548
17.0,0.0,Appartement,1,"136500,00",38.0,RUE,ALEXANDRE LELEUX,59800.0,LILLE,8029.411764705882,"38 RUE ALEXANDRE LELEUX, 59800 LILLE",50.631177,3.0575111
99.0,4.0,Appartement,1,"397000,00",6.0,RUE,DU PALAIS RIHOUR,59800.0,LILLE,4010.10101010101,"6 RUE DU PALAIS RIHOUR, 59800 LILLE",50.6351045,3.0615988
43.0,2.0,Appartement,2,"100000,00",116.0,RUE,ROGER SALENGRO,59260.0,LILLE,2325.5813953488373,"116 RUE ROGER SALENGRO, 59260 LILLE",50.6281888,3.1056847
66.0,2.0,Appartement,1,"547600,00",23.0,RUE,DES PENITENTES,59800.0,LILLE,8296.969696969696,"23 RUE DES PENITENTES, 59800 LILLE",50.6436679,3.0635654
40.0,3.0,Appartement,1,"99000,00",109.0,RUE,BARTHELEMY DELESPAUL,59000.0,LILLE,2475.0,"109 RUE BARTHELEMY DELESPAUL, 59000 LILLE",50.6242714,3.0647404
39.0,1.0,Appartement,1,"125000,00",2.0,ALL,DES FILEUSES,59260.0,LILLE,3205.128205128205,"2 ALL DES FILEUSES, 59260 LILLE",50.6294917,3.1049202
74.0,4.0,Appartement,2,"285000,00",175.0,RUE,DE SOLFERINO,59000.0,LILLE,3851.3513513513512,"175 RUE DE SOLFERINO, 59000 LILLE",50.6290214,3.0592084
11.0,1.0,Appartement,1,"76000,00",64.0,RUE,PHILIPPE LEBON,59260.0,LILLE,6909.090909090909,"64 RUE PHILIPPE LEBON, 59260 LILLE",50.6273322,3.0960531
14.0,1.0,Appartement,1,"76000,00",64.0,RUE,PHILIPPE LEBON,59260.0,LILLE,5428.571428571428,"64 RUE PHILIPPE LEBON, 59260 LILLE",50.6273322,3.0960531
92.0,5.0,Appartement,2,"245000,00",51.0,RUE,BONTE POLLET,59000.0,LILLE,2663.043478260869,"51 RUE BONTE POLLET, 59000 LILLE",50.6261829,3.0322282
81.0,3.0,Appartement,1,"297000,00",32.0,RUE,BONTE POLLET,59000.0,LILLE,3666.6666666666665,"32 RUE BONTE POLLET, 59000 LILLE",50.6255617,3.0337463
21.0,1.0,Appartement,1,"120000,00",122.0,RUE,DU MARAIS DE LOMME,59000.0,LILLE,5714.285714285715,"122 RUE DU MARAIS DE LOMME, 59000 LILLE",50.6357579,3.0182449
18.0,1.0,Appartement,1,"120000,00",122.0,RUE,DU MARAIS DE LOMME,59000.0,LILLE,6666.666666666667,"122 RUE DU MARAIS DE LOMME, 59000 LILLE",50.6357579,3.0182449
63.0,3.0,Appartement,1,"209000,00",16.0,RUE,VERGNIAUD,59000.0,LILLE,3317.4603174603176,"16 RUE VERGNIAUD, 59000 LILLE",50.6235946,3.034824
19.0,1.0,Appartement,1,"83000,00",151.0,RUE,NATIONALE,59800.0,LILLE,4368.421052631579,"151 RUE NATIONALE, 59800 LILLE",50.6330758,3.0535247
33.0,3.0,Appartement,1,"72600,00",1.0,RUE,HEGEL,59000.0,LILLE,2200.0,"1 RUE HEGEL, 59000 LILLE",50.6354566,3.0281129
57.0,2.0,Appartement,1,"259000,00",100.0,RUE,DU MOLINEL,59800.0,LILLE,4543.859649122807,"100 RUE DU MOLINEL, 59800 LILLE",50.6336841,3.0660159
61.0,3.0,Appartement,1,"183330,00",9001.0,RES,DES PEUPLIERS,59160.0,LILLE,3005.409836065574,"9001 RES DES PEUPLIERS, 59160 LILLE",50.6388649,3.0200339
66.0,3.0,Appartement,2,"305000,00",219.0,RUE,DE LA CENSE AUX BLES,59800.0,LILLE,4621.212121212121,"219 RUE DE LA CENSE AUX BLES, 59800 LILLE",50.6479473,3.0599752
91.0,3.0,Appartement,2,"267000,00",296.0,RUE,DE SOLFERINO,59000.0,LILLE,2934.065934065934,"296 RUE DE SOLFERINO, 59000 LILLE",50.6254669,3.0654989
60.0,2.0,Appartement,2,"311000,00",25.0,RUE,JEAN JACQUES ROUSSEAU,59800.0,LILLE,5183.333333333333,"25 RUE JEAN JACQUES ROUSSEAU, 59800 LILLE",50.6393045,3.0595626
46.0,2.0,Appartement,1,"104000,00",66.0,RUE,BAYARD,59000.0,LILLE,2260.8695652173915,"66 RUE BAYARD, 59000 LILLE",50.6189422,3.0541706
64.0,3.0,Appartement,1,"148000,00",66.0,RUE,BAYARD,59000.0,LILLE,2312.5,"66 RUE BAYARD, 59000 LILLE",50.6189422,3.0541706
55.0,3.0,Appartement,2,"215000,00",26.0,RUE,DU MARCHE,59000.0,LILLE,3909.090909090909,"26 RUE DU MARCHE, 59000 LILLE",50.6268861,3.0511939
47.0,2.0,Appartement,1,"170900,00",26.0,RUE,DE WATTIGNIES,59000.0,LILLE,3636.170212765957,"26 RUE DE WATTIGNIES, 59000 LILLE",50.6212924,3.0651589
65.0,3.0,Appartement,1,"220000,00",25.0,RUE,KUHLMANN,59000.0,LILLE,3384.6153846153848,"25 RUE KUHLMANN, 59000 LILLE",50.6205935,3.0534205
34.0,1.0,Appartement,2,"117000,00",12.0,RUE,MALUS,59000.0,LILLE,3441.176470588235,"12 RUE MALUS, 59000 LILLE",50.6269768,3.0659355
34.0,1.0,Appartement,1,"117000,00",129.0,RUE,NATIONALE,59800.0,LILLE,3441.176470588235,"129 RUE NATIONALE, 59800 LILLE",50.6335558,3.0546595
71.0,3.0,Appartement,1,"155000,00",24.0,RUE,BRASSEUR,59800.0,LILLE,2183.098591549296,"24 RUE BRASSEUR, 59800 LILLE",50.632282,3.0901983
65.0,3.0,Appartement,0,"375000,00",10.0,RUE,BARTHELEMY DELESPAUL,59000.0,LILLE,5769.2307692307695,"10 RUE BARTHELEMY DELESPAUL, 59000 LILLE",50.6242011,3.0553824
45.0,3.0,Appartement,0,"375000,00",10.0,RUE,BARTHELEMY DELESPAUL,59000.0,LILLE,8333.333333333334,"10 RUE BARTHELEMY DELESPAUL, 59000 LILLE",50.6242011,3.0553824
48.0,2.0,Appartement,2,"221500,00",33.0,RUE,DE SOLFERINO,59800.0,LILLE,4614.583333333333,"33 RUE DE SOLFERINO, 59800 LILLE",50.6333296,3.0510547
44.0,2.0,Appartement,1,"130500,00",280.0,RUE,RICHARD WAGNER,59000.0,LILLE,2965.909090909091,"280 RUE RICHARD WAGNER, 59000 LILLE",50.6054434,3.0535784
98.0,6.0,Appartement,3,"365000,00",186.0,RUE,NATIONALE,59800.0,LILLE,3724.4897959183672,"186 RUE NATIONALE, 59800 LILLE",50.6325751,3.0517974
50.0,2.0,Appartement,1,"211440,00",76.0,RUE,MARGUERITE YOURCENAR,59000.0,LILLE,4228.8,"76 RUE MARGUERITE YOURCENAR, 59000 LILLE",50.6284738,3.0804553
35.0,2.0,Appartement,1,"95000,00",3.0,BD,BIGO DANEL,59000.0,LILLE,2714.285714285714,"3 BD BIGO DANEL, 59000 LILLE",50.6275491,3.0419067
48.0,2.0,Appartement,1,"266350,00",30.0,RUE,DU GUET,59800.0,LILLE,5548.958333333333,"30 RUE DU GUET, 59800 LILLE",50.6471112,3.0572319
30.0,1.0,Appartement,1,"120000,00",37.0,RUE,MOURMANT,59000.0,LILLE,4000.0,"37 RUE MOURMANT, 59000 LILLE",50.6277469,3.0525987
100.0,4.0,Appartement,1,"338100,00",17.0,RUE,DES PONTS DE COMINES,59800.0,LILLE,3381.0,"17 RUE DES PONTS DE COMINES, 59800 LILLE",50.6366006,3.0666732
18.0,1.0,Appartement,1,"114000,00",151.0,RUE,NATIONALE,59800.0,LILLE,6333.333333333333,"151 RUE NATIONALE, 59800 LILLE",50.6330758,3.0535247
48.0,2.0,Appartement,2,"164050,00",59.0,RUE,BONTE POLLET,59000.0,LILLE,3417.708333333333,"59 RUE BONTE POLLET, 59000 LILLE",50.626415,3.0315847
76.0,4.0,Appartement,1,"164050,00",55.0,RUE,BONTE POLLET,59000.0,LILLE,2158.5526315789475,"55 RUE BONTE POLLET, 59000 LILLE",50.6267742,3.0319785
49.0,2.0,Appartement,2,"151000,00",89.0,AV,MARX DORMOY,59000.0,LILLE,3081.6326530612246,"89 AV MARX DORMOY, 59000 LILLE",50.6337782,3.0322598
75.0,2.0,Appartement,2,"400000,00",1.0,PRV,ST MAURICE,59800.0,LILLE,5333.333333333333,"1 PRV ST MAURICE, 59800 LILLE",50.6359308,3.0665866
62.0,2.0,Appartement,0,"440000,00",5.0,RUE,CORNEILLE,59000.0,LILLE,7096.774193548387,"5 RUE CORNEILLE, 59000 LILLE",50.6251976,3.0500638
54.0,3.0,Appartement,2,"221000,00",51.0,RUE,LOUIS FAURE,59000.0,LILLE,4092.5925925925926,"51 RUE LOUIS FAURE, 59000 LILLE",50.6253996,3.0536183
38.0,2.0,Appartement,1,"153670,00",57.0,RUE,DES STATIONS,59800.0,LILLE,4043.947368421053,"57 RUE DES STATIONS, 59800 LILLE",50.6303846,3.051043
84.0,3.0,Appartement,2,"255000,00",141.0,BD,MONTEBELLO,59000.0,LILLE,3035.714285714286,"141 BD MONTEBELLO, 59000 LILLE",50.6192333,3.0492451
34.0,2.0,Appartement,1,"195000,00",1.0,RUE,DELEZENNE,59000.0,LILLE,5735.294117647059,"1 RUE DELEZENNE, 59000 LILLE",50.6229316,3.0405584
16.0,1.0,Appartement,1,"71000,00",98.0,RUE,DE CANTELEU,59000.0,LILLE,4437.5,"98 RUE DE CANTELEU, 59000 LILLE",50.6287418,3.0348741
62.0,3.0,Appartement,2,"106600,00",79.0,RUE,D ESQUERMES,59000.0,LILLE,1719.354838709677,"79 RUE D ESQUERMES, 59000 LILLE",50.6229026,3.0412107
22.0,1.0,Appartement,1,"92000,00",59.0,RUE,MASSENA,59800.0,LILLE,4181.818181818182,"59 RUE MASSENA, 59800 LILLE",50.6320403,3.0549944
16.0,1.0,Appartement,2,"72000,00",13.0,BD,MONTEBELLO,59000.0,LILLE,4500.0,"13 BD MONTEBELLO, 59000 LILLE",50.6253921,3.0415834
108.0,6.0,Appartement,0,"237500,00",31.0,RUE,DE CONDE,59000.0,LILLE,2199.074074074074,"31 RUE DE CONDE, 59000 LILLE",50.6194555,3.0620888
28.0,1.0,Appartement,0,"237500,00",31.0,RUE,DE CONDE,59000.0,LILLE,8482.142857142857,"31 RUE DE CONDE, 59000 LILLE",50.6194555,3.0620888
105.0,4.0,Appartement,1,"105000,00",13.0,RUE,DELEZENNE,59000.0,LILLE,1000.0,"13 RUE DELEZENNE, 59000 LILLE",50.6229319,3.0387518
60.0,3.0,Appartement,2,"265940,00",25.0,RUE,DE LA PAIX D UTRECHT,59000.0,LILLE,4432.333333333333,"25 RUE DE LA PAIX D UTRECHT, 59000 LILLE",50.6282231,3.0539445
22.0,1.0,Appartement,2,"119500,00",94.0,RUE,DE SOLFERINO,59800.0,LILLE,5431.818181818182,"94 RUE DE SOLFERINO, 59800 LILLE",50.633077,3.0511023
37.0,1.0,Appartement,1,"120000,00",208.0,RUE,NATIONALE,59800.0,LILLE,3243.243243243244,"208 RUE NATIONALE, 59800 LILLE",50.6319796,3.0503915
105.0,4.0,Appartement,2,"265000,00",13.0,RUE,DELEZENNE,59000.0,LILLE,2523.809523809524,"13 RUE DELEZENNE, 59000 LILLE",50.6229319,3.0387518
60.0,1.0,Appartement,1,"242000,00",2.0,RUE,DU REMPART,59800.0,LILLE,4033.3333333333335,"2 RUE DU REMPART, 59800 LILLE",50.646657,3.0543443
50.0,3.0,Appartement,2,"248435,00",45.0,RUE,LOUIS FAURE,59000.0,LILLE,4968.7,"45 RUE LOUIS FAURE, 59000 LILLE",50.625271,3.0537138
64.0,3.0,Appartement,2,"233000,00",24.0,RUE,HEGEL,59000.0,LILLE,3640.625,"24 RUE HEGEL, 59000 LILLE",50.634574,3.026281
55.0,2.0,Appartement,1,"220000,00",49.0,RUE,D ANGLETERRE,59800.0,LILLE,4000.0,"49 RUE D ANGLETERRE, 59800 LILLE",50.6409321,3.0595964
100.0,5.0,Appartement,2,"376000,00",223.0,RUE,DE SOLFERINO,59000.0,LILLE,3760.0,"223 RUE DE SOLFERINO, 59000 LILLE",50.6272224,3.0626152
61.0,3.0,Appartement,2,"170000,00",51.0,RUE,DES SARRAZINS,59000.0,LILLE,2786.88524590164,"51 RUE DES SARRAZINS, 59000 LILLE",50.624842,3.0466432
55.0,2.0,Appartement,1,"175500,00",1.0,RUE,KUHLMANN,59000.0,LILLE,3190.909090909091,"1 RUE KUHLMANN, 59000 LILLE",50.6212484,3.05264
83.0,4.0,Appartement,2,"203000,00",27.0,RUE,JEAN JAURES HELLEMMES,59260.0,LILLE,2445.7831325301204,"27 RUE JEAN JAURES HELLEMMES, 59260 LILLE",50.6242652,3.1072598
40.0,2.0,Appartement,2,"142000,00",24.0,RUE,DE L ALCAZAR,59800.0,LILLE,3550.0,"24 RUE DE L ALCAZAR, 59800 LILLE",50.636526,3.0841941
80.0,3.0,Appartement,0,"690000,00",43.0,RUE,JACQUEMARS GIELEE,59800.0,LILLE,8625.0,"43 RUE JACQUEMARS GIELEE, 59800 LILLE",50.6326563,3.0573828
37.0,1.0,Appartement,1,"108000,00",10.0,RUE,ANCIENNE BALATERIE,59160.0,LILLE,2918.9189189189187,"10 RUE ANCIENNE BALATERIE, 59160 LILLE",50.6375613,3.0080411
81.0,3.0,Appartement,2,"252000,00",11.0,RUE,DELEZENNE,59000.0,LILLE,3111.1111111111118,"11 RUE DELEZENNE, 59000 LILLE",50.6229724,3.0391177
58.0,3.0,Appartement,0,"370000,00",819.0,AV,DE DUNKERQUE LOMME,59160.0,LILLE,6379.310344827586,"819 AV DE DUNKERQUE LOMME, 59160 LILLE",50.6453194,2.9845629
78.0,4.0,Appartement,0,"370000,00",819.0,AV,DE DUNKERQUE LOMME,59160.0,LILLE,4743.589743589743,"819 AV DE DUNKERQUE LOMME, 59160 LILLE",50.6453194,2.9845629
13.0,1.0,Appartement,1,"81520,00",101.0,RUE,GANTOIS,59000.0,LILLE,6270.769230769231,"101 RUE GANTOIS, 59000 LILLE",50.6223858,3.0597029
65.0,3.0,Appartement,1,"216800,00",4.0,RUE,BARBEROUSSE,59800.0,LILLE,3335.3846153846152,"4 RUE BARBEROUSSE, 59800 LILLE",50.6527459,3.0884368
94.0,4.0,Appartement,1,"324500,00",248.0,RUE,DU PONT A FOURCHON,59000.0,LILLE,3452.127659574468,"248 RUE DU PONT A FOURCHON, 59000 LILLE",50.6305929,3.0228807
67.0,3.0,Appartement,2,"305000,00",30.0,RUE,MOULIN DU BECQUET,59800.0,LILLE,4552.238805970149,"30 RUE MOULIN DU BECQUET, 59800 LILLE",50.6479603,3.0577877
67.0,3.0,Appartement,3,"327000,00",10.0,RUE,DU VERT BOIS,59800.0,LILLE,4880.5970149253735,"10 RUE DU VERT BOIS, 59800 LILLE",50.6359804,3.0587364
